优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedOffsetY,Q-TunerUtilitiesGetSelectedOffsetY,TunerUtilities,GetSelectedOffsetY,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedSize,Q-TunerUtilitiesGetSelectedSize,TunerUtilities,GetSelectedSize,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedSizeX,Q-TunerUtilitiesGetSelectedSizeX,TunerUtilities,GetSelectedSizeX,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedSizeY,Q-TunerUtilitiesGetSelectedSizeY,TunerUtilities,GetSelectedSizeY,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedType,Q-TunerUtilitiesGetSelectedType,TunerUtilities,GetSelectedType,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetSelectedVisible,Q-TunerUtilitiesGetSelectedVisible,TunerUtilities,GetSelectedVisible,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.GetTexture,Q-TunerUtilitiesGetTexture,TunerUtilities,GetTexture,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.NavigateBackward,Q-TunerUtilitiesNavigateBackward,TunerUtilities,NavigateBackward,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.NavigateForward,Q-TunerUtilitiesNavigateForward,TunerUtilities,NavigateForward,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.NavigateToRoot,Q-TunerUtilitiesNavigateToRoot,TunerUtilities,NavigateToRoot,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.OnContextTreeSelection,Q-TunerUtilitiesOnContextTreeSelection,TunerUtilities,OnContextTreeSelection,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.OnInputHandler,Q-TunerUtilitiesOnInputHandler,TunerUtilities,OnInputHandler,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.PlayAnimation,Q-TunerUtilitiesPlayAnimation,TunerUtilities,PlayAnimation,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.ResetAnimation,Q-TunerUtilitiesResetAnimation,TunerUtilities,ResetAnimation,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.ReverseAnimation,Q-TunerUtilitiesReverseAnimation,TunerUtilities,ReverseAnimation,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetConsumeMouseButton,Q-TunerUtilitiesSetConsumeMouseButton,TunerUtilities,SetConsumeMouseButton,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetConsumesAllMouse,Q-TunerUtilitiesSetConsumesAllMouse,TunerUtilities,SetConsumesAllMouse,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetMousePick,Q-TunerUtilitiesSetMousePick,TunerUtilities,SetMousePick,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetNavigationOption,Q-TunerUtilitiesSetNavigationOption,TunerUtilities,SetNavigationOption,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedAlpha,Q-TunerUtilitiesSetSelectedAlpha,TunerUtilities,SetSelectedAlpha,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedAnchor,Q-TunerUtilitiesSetSelectedAnchor,TunerUtilities,SetSelectedAnchor,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedControl,Q-TunerUtilitiesSetSelectedControl,TunerUtilities,SetSelectedControl,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedControlPath,Q-TunerUtilitiesSetSelectedControlPath,TunerUtilities,SetSelectedControlPath,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedOffset,Q-TunerUtilitiesSetSelectedOffset,TunerUtilities,SetSelectedOffset,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedOffsetX,Q-TunerUtilitiesSetSelectedOffsetX,TunerUtilities,SetSelectedOffsetX,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedOffsetY,Q-TunerUtilitiesSetSelectedOffsetY,TunerUtilities,SetSelectedOffsetY,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedSize,Q-TunerUtilitiesSetSelectedSize,TunerUtilities,SetSelectedSize,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedSizeX,Q-TunerUtilitiesSetSelectedSizeX,TunerUtilities,SetSelectedSizeX,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedSizeY,Q-TunerUtilitiesSetSelectedSizeY,TunerUtilities,SetSelectedSizeY,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetSelectedVisible,Q-TunerUtilitiesSetSelectedVisible,TunerUtilities,SetSelectedVisible,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.SetTexture,Q-TunerUtilitiesSetTexture,TunerUtilities,SetTexture,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,TunerUtilities.Stringify,Q-TunerUtilitiesStringify,TunerUtilities,Stringify,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators,C-g_ToolTipGenerators,g_ToolTipGenerators,,,Dot (Global),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_BUILDING,Q-g_ToolTipGeneratorsKIND_BUILDING,g_ToolTipGenerators,KIND_BUILDING,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_CIVIC,Q-g_ToolTipGeneratorsKIND_CIVIC,g_ToolTipGenerators,KIND_CIVIC,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_DIPLOMATIC_ACTION,Q-g_ToolTipGeneratorsKIND_DIPLOMATIC_ACTION,g_ToolTipGenerators,KIND_DIPLOMATIC_ACTION,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_DISTRICT,Q-g_ToolTipGeneratorsKIND_DISTRICT,g_ToolTipGenerators,KIND_DISTRICT,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_GOVERNMENT,Q-g_ToolTipGeneratorsKIND_GOVERNMENT,g_ToolTipGenerators,KIND_GOVERNMENT,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_IMPROVEMENT,Q-g_ToolTipGeneratorsKIND_IMPROVEMENT,g_ToolTipGenerators,KIND_IMPROVEMENT,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_POLICY,Q-g_ToolTipGeneratorsKIND_POLICY,g_ToolTipGenerators,KIND_POLICY,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属模块被标 Both（需 include）,g_ToolTipGenerators.KIND_PROJECT,Q-g_ToolTipGeneratorsKIND_PROJECT,g_ToolTipGenerators,KIND_PROJECT,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
